benchmark,solver,score
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__032__2731284ecc.smt2,cvc5::cvc5_lia_default,0.652
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__032__2731284ecc.smt2,z3::z3_lia_arith,0.187
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem_2__032__2731284ecc.smt2,z3::z3_lia_default,0.019
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__001.smt2,cvc5::cvc5_lia_arith,0.03
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__001.smt2,cvc5::cvc5_lia_default,0.03
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__001.smt2,z3::z3_lia_arith,2.102
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__001.smt2,z3::z3_lia_default,0.008
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__002.smt2,cvc5::cvc5_lia_arith,0.191
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__002.smt2,cvc5::cvc5_lia_default,0.201
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__002.smt2,z3::z3_lia_arith,0.01
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__002.smt2,z3::z3_lia_default,0.009
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__003.smt2,cvc5::cvc5_lia_arith,0.031
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__003.smt2,cvc5::cvc5_lia_default,0.031
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__003.smt2,z3::z3_lia_arith,0.016
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__003.smt2,z3::z3_lia_default,0.048
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005.smt2,cvc5::cvc5_lia_arith,0.097
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005.smt2,cvc5::cvc5_lia_default,0.094
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005.smt2,z3::z3_lia_arith,0.041
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005.smt2,z3::z3_lia_default,0.015
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005__5f8089b1dd.smt2,cvc5::cvc5_lia_arith,0.108
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005__5f8089b1dd.smt2,cvc5::cvc5_lia_default,0.109
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005__5f8089b1dd.smt2,z3::z3_lia_arith,0.012
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__005__5f8089b1dd.smt2,z3::z3_lia_default,0.025
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__008.smt2,cvc5::cvc5_lia_arith,0.196
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__008.smt2,cvc5::cvc5_lia_default,0.2
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__008.smt2,z3::z3_lia_arith,0.014
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__008.smt2,z3::z3_lia_default,0.008
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__009.smt2,cvc5::cvc5_lia_arith,0.15
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__009.smt2,cvc5::cvc5_lia_default,0.146
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__009.smt2,z3::z3_lia_arith,0.009
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__009.smt2,z3::z3_lia_default,0.008
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__023.smt2,cvc5::cvc5_lia_arith,0.027
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__023.smt2,cvc5::cvc5_lia_default,0.028
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__023.smt2,z3::z3_lia_arith,0.031
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__023.smt2,z3::z3_lia_default,0.063
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__029.smt2,cvc5::cvc5_lia_arith,0.039
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__029.smt2,cvc5::cvc5_lia_default,0.039
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__029.smt2,z3::z3_lia_arith,0.083
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__029.smt2,z3::z3_lia_default,0.367
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030.smt2,cvc5::cvc5_lia_arith,0.594
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030.smt2,cvc5::cvc5_lia_default,0.603
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030.smt2,z3::z3_lia_arith,0.088
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030.smt2,z3::z3_lia_default,0.085
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030__933362b9a3.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030__933362b9a3.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030__933362b9a3.smt2,z3::z3_lia_arith,0.153
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__030__933362b9a3.smt2,z3::z3_lia_default,0.186
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__035.smt2,cvc5::cvc5_lia_arith,0.005
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__035.smt2,cvc5::cvc5_lia_default,0.006
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__035.smt2,z3::z3_lia_arith,0.009
data/suite_500/QF_LIA/CAV_2009_benchmarks/problem__035.smt2,z3::z3_lia_default,0.008
data/suite_500/QF_LIA/bofill-scheduling/ex12900_2600_100.smt2,cvc5::cvc5_lia_arith,0.142
data/suite_500/QF_LIA/bofill-scheduling/ex12900_2600_100.smt2,cvc5::cvc5_lia_default,0.143
data/suite_500/QF_LIA/bofill-scheduling/ex12900_2600_100.smt2,z3::z3_lia_arith,0.077
data/suite_500/QF_LIA/bofill-scheduling/ex12900_2600_100.smt2,z3::z3_lia_default,0.087
data/suite_500/QF_LIA/bofill-scheduling/ex17000_2600_100.smt2,cvc5::cvc5_lia_arith,1.212
data/suite_500/QF_LIA/bofill-scheduling/ex17000_2600_100.smt2,cvc5::cvc5_lia_default,0.833
data/suite_500/QF_LIA/bofill-scheduling/ex17000_2600_100.smt2,z3::z3_lia_arith,0.165
data/suite_500/QF_LIA/bofill-scheduling/ex17000_2600_100.smt2,z3::z3_lia_default,0.606
data/suite_500/QF_LIA/bofill-scheduling/ex18600_2600_100.smt2,cvc5::cvc5_lia_arith,0.28
data/suite_500/QF_LIA/bofill-scheduling/ex18600_2600_100.smt2,cvc5::cvc5_lia_default,0.284
data/suite_500/QF_LIA/bofill-scheduling/ex18600_2600_100.smt2,z3::z3_lia_arith,0.169
data/suite_500/QF_LIA/bofill-scheduling/ex18600_2600_100.smt2,z3::z3_lia_default,0.705
data/suite_500/QF_LIA/bofill-scheduling/ex19400_2600_100.smt2,cvc5::cvc5_lia_arith,0.318
data/suite_500/QF_LIA/bofill-scheduling/ex19400_2600_100.smt2,cvc5::cvc5_lia_default,0.353
data/suite_500/QF_LIA/bofill-scheduling/ex19400_2600_100.smt2,z3::z3_lia_arith,0.151
data/suite_500/QF_LIA/bofill-scheduling/ex19400_2600_100.smt2,z3::z3_lia_default,0.929
data/suite_500/QF_LIA/bofill-scheduling/ex19600_2600_100.smt2,cvc5::cvc5_lia_arith,0.402
data/suite_500/QF_LIA/bofill-scheduling/ex19600_2600_100.smt2,cvc5::cvc5_lia_default,0.456
data/suite_500/QF_LIA/bofill-scheduling/ex19600_2600_100.smt2,z3::z3_lia_arith,0.206
data/suite_500/QF_LIA/bofill-scheduling/ex19600_2600_100.smt2,z3::z3_lia_default,1.039
data/suite_500/QF_LIA/bofill-scheduling/ex20100_2600_100.smt2,cvc5::cvc5_lia_arith,0.421
data/suite_500/QF_LIA/bofill-scheduling/ex20100_2600_100.smt2,cvc5::cvc5_lia_default,0.445
data/suite_500/QF_LIA/bofill-scheduling/ex20100_2600_100.smt2,z3::z3_lia_arith,0.171
data/suite_500/QF_LIA/bofill-scheduling/ex20100_2600_100.smt2,z3::z3_lia_default,0.74
data/suite_500/QF_LIA/bofill-scheduling/ex21600_2600_100.smt2,cvc5::cvc5_lia_arith,0.351
data/suite_500/QF_LIA/bofill-scheduling/ex21600_2600_100.smt2,cvc5::cvc5_lia_default,0.401
data/suite_500/QF_LIA/bofill-scheduling/ex21600_2600_100.smt2,z3::z3_lia_arith,0.166
data/suite_500/QF_LIA/bofill-scheduling/ex21600_2600_100.smt2,z3::z3_lia_default,0.789
data/suite_500/QF_LIA/bofill-scheduling/ex24200_2600_100.smt2,cvc5::cvc5_lia_arith,0.397
data/suite_500/QF_LIA/bofill-scheduling/ex24200_2600_100.smt2,cvc5::cvc5_lia_default,0.444
data/suite_500/QF_LIA/bofill-scheduling/ex24200_2600_100.smt2,z3::z3_lia_arith,0.16
data/suite_500/QF_LIA/bofill-scheduling/ex24200_2600_100.smt2,z3::z3_lia_default,0.721
data/suite_500/QF_LIA/bofill-scheduling/ex24900_2600_100.smt2,cvc5::cvc5_lia_arith,0.264
data/suite_500/QF_LIA/bofill-scheduling/ex24900_2600_100.smt2,cvc5::cvc5_lia_default,0.275
data/suite_500/QF_LIA/bofill-scheduling/ex24900_2600_100.smt2,z3::z3_lia_arith,0.139
data/suite_500/QF_LIA/bofill-scheduling/ex24900_2600_100.smt2,z3::z3_lia_default,0.624
data/suite_500/QF_LIA/bofill-scheduling/ex26400_2600_100.smt2,cvc5::cvc5_lia_arith,0.404
data/suite_500/QF_LIA/bofill-scheduling/ex26400_2600_100.smt2,cvc5::cvc5_lia_default,0.431
data/suite_500/QF_LIA/bofill-scheduling/ex26400_2600_100.smt2,z3::z3_lia_arith,0.165
data/suite_500/QF_LIA/bofill-scheduling/ex26400_2600_100.smt2,z3::z3_lia_default,0.702
data/suite_500/QF_LIA/bofill-scheduling/ex28100_2600_100.smt2,cvc5::cvc5_lia_arith,0.346
data/suite_500/QF_LIA/bofill-scheduling/ex28100_2600_100.smt2,cvc5::cvc5_lia_default,0.392
data/suite_500/QF_LIA/bofill-scheduling/ex28100_2600_100.smt2,z3::z3_lia_arith,0.165
data/suite_500/QF_LIA/bofill-scheduling/ex28100_2600_100.smt2,z3::z3_lia_default,0.694
data/suite_500/QF_LIA/bofill-scheduling/ex3040_2400_100.smt2,cvc5::cvc5_lia_arith,0.132
data/suite_500/QF_LIA/bofill-scheduling/ex3040_2400_100.smt2,cvc5::cvc5_lia_default,0.134
data/suite_500/QF_LIA/bofill-scheduling/ex3040_2400_100.smt2,z3::z3_lia_arith,0.066
data/suite_500/QF_LIA/bofill-scheduling/ex3040_2400_100.smt2,z3::z3_lia_default,0.068
data/suite_500/QF_LIA/bofill-scheduling/ex3440_2400_100.smt2,cvc5::cvc5_lia_arith,0.116
data/suite_500/QF_LIA/bofill-scheduling/ex3440_2400_100.smt2,cvc5::cvc5_lia_default,0.118
data/suite_500/QF_LIA/bofill-scheduling/ex3440_2400_100.smt2,z3::z3_lia_arith,0.064
data/suite_500/QF_LIA/bofill-scheduling/ex3440_2400_100.smt2,z3::z3_lia_default,0.064
data/suite_500/QF_LIA/bofill-scheduling/ex3840_2400_100.smt2,cvc5::cvc5_lia_arith,0.118
data/suite_500/QF_LIA/bofill-scheduling/ex3840_2400_100.smt2,cvc5::cvc5_lia_default,0.116
data/suite_500/QF_LIA/bofill-scheduling/ex3840_2400_100.smt2,z3::z3_lia_arith,0.065
data/suite_500/QF_LIA/bofill-scheduling/ex3840_2400_100.smt2,z3::z3_lia_default,0.065
data/suite_500/QF_LIA/bofill-scheduling/ex4060_2400_100.smt2,cvc5::cvc5_lia_arith,0.108
data/suite_500/QF_LIA/bofill-scheduling/ex4060_2400_100.smt2,cvc5::cvc5_lia_default,0.108
data/suite_500/QF_LIA/bofill-scheduling/ex4060_2400_100.smt2,z3::z3_lia_arith,0.065
data/suite_500/QF_LIA/bofill-scheduling/ex4060_2400_100.smt2,z3::z3_lia_default,0.065
data/suite_500/QF_LIA/bofill-scheduling/ex4720_2400_100.smt2,cvc5::cvc5_lia_arith,0.112
data/suite_500/QF_LIA/bofill-scheduling/ex4720_2400_100.smt2,cvc5::cvc5_lia_default,0.11
data/suite_500/QF_LIA/bofill-scheduling/ex4720_2400_100.smt2,z3::z3_lia_arith,0.064
data/suite_500/QF_LIA/bofill-scheduling/ex4720_2400_100.smt2,z3::z3_lia_default,0.065
data/suite_500/QF_LIA/bofill-scheduling/ex4800_2400_100.smt2,cvc5::cvc5_lia_arith,0.088
data/suite_500/QF_LIA/bofill-scheduling/ex4800_2400_100.smt2,cvc5::cvc5_lia_default,0.09
data/suite_500/QF_LIA/bofill-scheduling/ex4800_2400_100.smt2,z3::z3_lia_arith,0.053
data/suite_500/QF_LIA/bofill-scheduling/ex4800_2400_100.smt2,z3::z3_lia_default,0.054
data/suite_500/QF_LIA/bofill-scheduling/ex5600_2600_100.smt2,cvc5::cvc5_lia_arith,0.159
data/suite_500/QF_LIA/bofill-scheduling/ex5600_2600_100.smt2,cvc5::cvc5_lia_default,0.167
data/suite_500/QF_LIA/bofill-scheduling/ex5600_2600_100.smt2,z3::z3_lia_arith,0.084
data/suite_500/QF_LIA/bofill-scheduling/ex5600_2600_100.smt2,z3::z3_lia_default,0.083
data/suite_500/QF_LIA/bofill-scheduling/ex6000_2400_100.smt2,cvc5::cvc5_lia_arith,0.739
data/suite_500/QF_LIA/bofill-scheduling/ex6000_2400_100.smt2,cvc5::cvc5_lia_default,0.739
data/suite_500/QF_LIA/bofill-scheduling/ex6000_2400_100.smt2,z3::z3_lia_arith,0.223
data/suite_500/QF_LIA/bofill-scheduling/ex6000_2400_100.smt2,z3::z3_lia_default,1.863
data/suite_500/QF_LIA/bofill-scheduling/ex6880_2400_100.smt2,cvc5::cvc5_lia_arith,0.455
data/suite_500/QF_LIA/bofill-scheduling/ex6880_2400_100.smt2,cvc5::cvc5_lia_default,0.403
data/suite_500/QF_LIA/bofill-scheduling/ex6880_2400_100.smt2,z3::z3_lia_arith,0.234
data/suite_500/QF_LIA/bofill-scheduling/ex6880_2400_100.smt2,z3::z3_lia_default,1.682
data/suite_500/QF_LIA/bofill-scheduling/ex7080_2400_100.smt2,cvc5::cvc5_lia_arith,0.458
data/suite_500/QF_LIA/bofill-scheduling/ex7080_2400_100.smt2,cvc5::cvc5_lia_default,0.493
data/suite_500/QF_LIA/bofill-scheduling/ex7080_2400_100.smt2,z3::z3_lia_arith,0.191
data/suite_500/QF_LIA/bofill-scheduling/ex7080_2400_100.smt2,z3::z3_lia_default,0.876
data/suite_500/QF_LIA/bofill-scheduling/ex7240_2400_100.smt2,cvc5::cvc5_lia_arith,0.359
data/suite_500/QF_LIA/bofill-scheduling/ex7240_2400_100.smt2,cvc5::cvc5_lia_default,0.411
data/suite_500/QF_LIA/bofill-scheduling/ex7240_2400_100.smt2,z3::z3_lia_arith,0.127
data/suite_500/QF_LIA/bofill-scheduling/ex7240_2400_100.smt2,z3::z3_lia_default,0.664
data/suite_500/QF_LIA/bofill-scheduling/ex7800_2600_100.smt2,cvc5::cvc5_lia_arith,0.137
data/suite_500/QF_LIA/bofill-scheduling/ex7800_2600_100.smt2,cvc5::cvc5_lia_default,0.147
data/suite_500/QF_LIA/bofill-scheduling/ex7800_2600_100.smt2,z3::z3_lia_arith,0.076
data/suite_500/QF_LIA/bofill-scheduling/ex7800_2600_100.smt2,z3::z3_lia_default,0.077
data/suite_500/QF_LIA/bofill-scheduling/ex8580_2400_100.smt2,cvc5::cvc5_lia_arith,0.385
data/suite_500/QF_LIA/bofill-scheduling/ex8580_2400_100.smt2,cvc5::cvc5_lia_default,0.409
data/suite_500/QF_LIA/bofill-scheduling/ex8580_2400_100.smt2,z3::z3_lia_arith,0.129
data/suite_500/QF_LIA/bofill-scheduling/ex8580_2400_100.smt2,z3::z3_lia_default,0.852
data/suite_500/QF_LIA/bofill-scheduling/ex8820_2400_100.smt2,cvc5::cvc5_lia_arith,0.422
data/suite_500/QF_LIA/bofill-scheduling/ex8820_2400_100.smt2,cvc5::cvc5_lia_default,0.454
data/suite_500/QF_LIA/bofill-scheduling/ex8820_2400_100.smt2,z3::z3_lia_arith,0.114
data/suite_500/QF_LIA/bofill-scheduling/ex8820_2400_100.smt2,z3::z3_lia_default,0.535
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1149.smt2,cvc5::cvc5_lia_arith,0.672
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1149.smt2,cvc5::cvc5_lia_default,0.673
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1149.smt2,z3::z3_lia_arith,0.317
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1149.smt2,z3::z3_lia_default,0.033
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1165.smt2,cvc5::cvc5_lia_arith,0.749
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1165.smt2,cvc5::cvc5_lia_default,0.759
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1165.smt2,z3::z3_lia_arith,0.034
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1165.smt2,z3::z3_lia_default,0.034
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1173.smt2,cvc5::cvc5_lia_arith,0.758
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1173.smt2,cvc5::cvc5_lia_default,0.751
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1173.smt2,z3::z3_lia_arith,0.035
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1173.smt2,z3::z3_lia_default,0.035
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1175.smt2,cvc5::cvc5_lia_arith,0.62
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1175.smt2,cvc5::cvc5_lia_default,0.621
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1175.smt2,z3::z3_lia_arith,0.029
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1175.smt2,z3::z3_lia_default,0.03
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1184.smt2,cvc5::cvc5_lia_arith,2.835
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1184.smt2,cvc5::cvc5_lia_default,2.827
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1184.smt2,z3::z3_lia_arith,0.053
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1184.smt2,z3::z3_lia_default,0.042
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1200.smt2,cvc5::cvc5_lia_arith,2.722
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1200.smt2,cvc5::cvc5_lia_default,2.77
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1200.smt2,z3::z3_lia_arith,0.045
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1200.smt2,z3::z3_lia_default,0.04
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1204.smt2,cvc5::cvc5_lia_arith,2.031
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1204.smt2,cvc5::cvc5_lia_default,2.07
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1204.smt2,z3::z3_lia_arith,0.041
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1204.smt2,z3::z3_lia_default,0.039
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1352.smt2,cvc5::cvc5_lia_arith,4.536
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1352.smt2,cvc5::cvc5_lia_default,4.565
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1352.smt2,z3::z3_lia_arith,0.051
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1352.smt2,z3::z3_lia_default,0.045
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1410.smt2,cvc5::cvc5_lia_arith,9.005
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1410.smt2,cvc5::cvc5_lia_default,9.158
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1410.smt2,z3::z3_lia_arith,0.144
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1410.smt2,z3::z3_lia_default,0.057
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1414.smt2,cvc5::cvc5_lia_arith,10.053
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1414.smt2,cvc5::cvc5_lia_default,10.261
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1414.smt2,z3::z3_lia_arith,0.09
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1414.smt2,z3::z3_lia_default,0.078
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1430.smt2,cvc5::cvc5_lia_arith,10.176
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1430.smt2,cvc5::cvc5_lia_default,10.133
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1430.smt2,z3::z3_lia_arith,9.259
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1430.smt2,z3::z3_lia_default,0.073
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1463.smt2,cvc5::cvc5_lia_arith,10.238
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1463.smt2,cvc5::cvc5_lia_default,10.377
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1463.smt2,z3::z3_lia_arith,4.277
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1463.smt2,z3::z3_lia_default,0.066
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1498.smt2,cvc5::cvc5_lia_arith,33.353
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1498.smt2,cvc5::cvc5_lia_default,34.441
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1498.smt2,z3::z3_lia_arith,10.941
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1498.smt2,z3::z3_lia_default,1.487
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1541.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1541.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1541.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1541.smt2,z3::z3_lia_default,1.668
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1548.smt2,cvc5::cvc5_lia_arith,55.09
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1548.smt2,cvc5::cvc5_lia_default,58.016
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1548.smt2,z3::z3_lia_arith,0.309
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1548.smt2,z3::z3_lia_default,1.452
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1571.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1571.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1571.smt2,z3::z3_lia_arith,25.214
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1571.smt2,z3::z3_lia_default,2.549
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1572.smt2,cvc5::cvc5_lia_arith,43.496
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1572.smt2,cvc5::cvc5_lia_default,45.107
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1572.smt2,z3::z3_lia_arith,0.63
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1572.smt2,z3::z3_lia_default,5.377
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1597.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1597.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1597.smt2,z3::z3_lia_arith,10.669
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1597.smt2,z3::z3_lia_default,5.403
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1605.smt2,cvc5::cvc5_lia_arith,53.585
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1605.smt2,cvc5::cvc5_lia_default,55.481
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1605.smt2,z3::z3_lia_arith,9.484
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1605.smt2,z3::z3_lia_default,5.237
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1612.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1612.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1612.smt2,z3::z3_lia_arith,0.35
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-1612.smt2,z3::z3_lia_default,5.304
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2124.smt2,cvc5::cvc5_lia_arith,0.032
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2124.smt2,cvc5::cvc5_lia_default,0.032
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2124.smt2,z3::z3_lia_arith,0.016
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2124.smt2,z3::z3_lia_default,0.014
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2126.smt2,cvc5::cvc5_lia_arith,0.027
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2126.smt2,cvc5::cvc5_lia_default,0.028
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2126.smt2,z3::z3_lia_arith,0.014
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2126.smt2,z3::z3_lia_default,0.021
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2127.smt2,cvc5::cvc5_lia_arith,0.014
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2127.smt2,cvc5::cvc5_lia_default,0.015
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2127.smt2,z3::z3_lia_arith,0.02
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2127.smt2,z3::z3_lia_default,0.02
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2134.smt2,cvc5::cvc5_lia_arith,0.017
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2134.smt2,cvc5::cvc5_lia_default,0.017
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2134.smt2,z3::z3_lia_arith,0.012
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2134.smt2,z3::z3_lia_default,0.011
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2140.smt2,cvc5::cvc5_lia_arith,0.017
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2140.smt2,cvc5::cvc5_lia_default,0.021
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2140.smt2,z3::z3_lia_arith,0.016
data/suite_500/QF_LIA/convert/convert-jpg2gif-query-2140.smt2,z3::z3_lia_default,0.012
data/suite_500/QF_LIA/dillig/10-9.smt2,cvc5::cvc5_lia_arith,0.003
data/suite_500/QF_LIA/dillig/10-9.smt2,cvc5::cvc5_lia_default,0.004
data/suite_500/QF_LIA/dillig/10-9.smt2,z3::z3_lia_arith,0.007
data/suite_500/QF_LIA/dillig/10-9.smt2,z3::z3_lia_default,0.007
data/suite_500/QF_LIA/dillig/15-18.smt2,cvc5::cvc5_lia_arith,0.033
data/suite_500/QF_LIA/dillig/15-18.smt2,cvc5::cvc5_lia_default,0.033
data/suite_500/QF_LIA/dillig/15-18.smt2,z3::z3_lia_arith,0.021
data/suite_500/QF_LIA/dillig/15-18.smt2,z3::z3_lia_default,0.008
data/suite_500/QF_LIA/dillig/15-3.smt2,cvc5::cvc5_lia_arith,0.011
